state,record_date,total_confirmed,cured,deaths,confirmed
Bihar,2020-08-13,0,59786,416,90321
Chandigarh,2020-08-13,0,1023,26,1751
Chhattisgarh,2020-08-13,0,9508,109,13498
Dadra and Nagar Haveli and Daman and Diu,2020-08-13,0,1248,2,1696
Delhi,2020-08-13,0,133405,4153,148504
Goa,2020-08-13,0,6641,89,9924
Gujarat,2020-08-13,0,57421,2713,74318
Haryana,2020-08-13,0,36694,503,44024
Himachal Pradesh,2020-08-13,0,2362,18,3636
Jammu and Kashmir,2020-08-13,0,18523,498,26413
Jharkhand,2020-08-13,0,10815,197,19743
Karnataka,2020-08-13,0,112633,3510,196494
Kerala,2020-08-13,0,24922,126,38144
Ladakh,2020-08-13,0,1274,9,1811
Madhya Pradesh,2020-08-13,0,31239,1048,41604
Maharashtra,2020-08-13,0,381843,18650,548313
Manipur,2020-08-13,0,2231,12,3982
Meghalaya,2020-08-13,0,517,6,1179
Mizoram,2020-08-13,0,330,0,649
Nagaland,2020-08-13,0,1113,8,3118
Odisha,2020-08-13,0,36479,305,50672
Puducherry,2020-08-13,0,3676,96,6381
Punjab,2020-08-13,0,17212,675,26909
Rajasthan,2020-08-13,0,41648,822,56100
Sikkim,2020-08-13,0,550,1,930
Tamil Nadu,2020-08-13,0,256313,5278,314520
Telangana,2020-08-13,0,63074,665,86475
Tripura,2020-08-13,0,4912,44,6603
Uttarakhand,2020-08-13,0,6687,140,10886
Uttar Pradesh,2020-08-13,0,84661,2230,136238
West Bengal,2020-08-13,0,76120,2203,104326
Andaman and Nicobar Islands,2020-08-14,0,924,22,2037
Andhra Pradesh,2020-08-14,0,170984,2378,264142
Arunachal Pradesh,2020-08-14,0,1718,4,2512
Assam,2020-08-14,0,49383,169,71795
Bihar,2020-08-14,0,62284,426,94193
Chandigarh,2020-08-14,0,1076,27,1842
Chhattisgarh,2020-08-14,0,9658,114,13937
Dadra and Nagar Haveli and Daman and Diu,2020-08-14,0,1292,2,1752
Delhi,2020-08-14,0,134318,4167,149460
Goa,2020-08-14,0,6912,91,10494
Gujarat,2020-08-14,0,58467,2731,75408
Haryana,2020-08-14,0,37486,511,44817
Himachal Pradesh,2020-08-14,0,2435,19,3816
Jammu and Kashmir,2020-08-14,0,19302,509,26949
Jharkhand,2020-08-14,0,12844,209,20881
Karnataka,2020-08-14,0,121242,3613,203200
Kerala,2020-08-14,0,25688,129,39708
Ladakh,2020-08-14,0,1282,9,1849
Madhya Pradesh,2020-08-14,0,31835,1065,42618
Maharashtra,2020-08-14,0,390958,19063,560126
Manipur,2020-08-14,0,2295,13,4112
Meghalaya,2020-08-14,0,547,6,1193
Mizoram,2020-08-14,0,343,0,649
Nagaland,2020-08-14,0,1139,8,3168
Odisha,2020-08-14,0,37901,314,52653
Puducherry,2020-08-14,0,3828,102,6680
Punjab,2020-08-14,0,17839,706,27936
Rajasthan,2020-08-14,0,41819,833,57414
Sikkim,2020-08-14,0,581,1,931
Tamil Nadu,2020-08-14,0,261459,5397,320355
Telangana,2020-08-14,0,64284,674,88396
Tripura,2020-08-14,0,5015,46,6767
Uttarakhand,2020-08-14,0,7014,143,11302
Uttar Pradesh,2020-08-14,0,88786,2280,140775
West Bengal,2020-08-14,0,78617,2259,107323
Andaman and Nicobar Islands,2020-08-15,0,1032,24,2186
Andhra Pradesh,2020-08-15,0,180703,2475,273085
Arunachal Pradesh,2020-08-15,0,1750,5,2607
Assam,2020-08-15,0,51693,175,74501
Bihar,2020-08-15,0,64930,442,98008
Chandigarh,2020-08-15,0,1091,28,1928
Chhattisgarh,2020-08-15,0,9857,130,14481
Dadra and Nagar Haveli and Daman and Diu,2020-08-15,0,1331,2,1797
Delhi,2020-08-15,0,135108,4178,150652
Goa,2020-08-15,0,7157,93,10970
Gujarat,2020-08-15,0,59538,2746,76480
Haryana,2020-08-15,0,38348,518,45614
Himachal Pradesh,2020-08-15,0,2551,19,3874
Jammu and Kashmir,2020-08-15,0,19942,520,27489
Jharkhand,2020-08-15,0,13515,224,21595
Karnataka,2020-08-15,0,128182,3717,211108
Kerala,2020-08-15,0,26992,139,41277
Ladakh,2020-08-15,0,1303,9,1879
Madhya Pradesh,2020-08-15,0,32405,1081,43414
Maharashtra,2020-08-15,0,401442,19427,572734
Manipur,2020-08-15,0,2360,13,4198
Meghalaya,2020-08-15,0,581,6,1228
Mizoram,2020-08-15,0,348,0,657
Nagaland,2020-08-15,0,1198,8,3322
Odisha,2020-08-15,0,39206,324,54630
Puducherry,2020-08-15,0,4009,106,6995
Punjab,2020-08-15,0,18328,731,29013
Rajasthan,2020-08-15,0,43897,846,58692
Sikkim,2020-08-15,0,623,1,1080
Tamil Nadu,2020-08-15,0,267015,5514,326245
Telangana,2020-08-15,0,66196,684,90259
Tripura,2020-08-15,0,5088,50,6934
Uttarakhand,2020-08-15,0,7502,147,11615
Uttar Pradesh,2020-08-15,0,92526,2335,145287
West Bengal,2020-08-15,0,81189,2319,110358
Andaman and Nicobar Islands,2020-08-16,0,1128,24,2306
Andhra Pradesh,2020-08-16,0,191117,2562,281817
Arunachal Pradesh,2020-08-16,0,1771,5,2658
Assam,2020-08-16,0,53286,182,75558
Bihar,2020-08-16,0,68510,450,101551
Chandigarh,2020-08-16,0,1118,28,2009
Chhattisgarh,2020-08-16,0,10046,134,14987
Dadra and Nagar Haveli and Daman and Diu,2020-08-16,0,1384,2,1843
Delhi,2020-08-16,0,136251,4188,151928
Goa,2020-08-16,0,7488,98,11339
Gujarat,2020-08-16,0,60553,2765,77559
Haryana,2020-08-16,0,38939,528,46410
Himachal Pradesh,2020-08-16,0,2632,19,3993
Jammu and Kashmir,2020-08-16,0,20676,527,28021
Jharkhand,2020-08-16,0,14024,228,22389
Karnataka,2020-08-16,0,134811,3831,219926
Kerala,2020-08-16,0,27795,146,42885
Ladakh,2020-08-16,0,1307,10,1909
Madhya Pradesh,2020-08-16,0,33353,1094,44433
Maharashtra,2020-08-16,0,408286,19749,584754
Manipur,2020-08-16,0,2438,13,4390
Meghalaya,2020-08-16,0,596,6,1292
Mizoram,2020-08-16,0,356,0,777
Nagaland,2020-08-16,0,1321,8,3340
Odisha,2020-08-16,0,40727,333,57126
Puducherry,2020-08-16,0,4224,106,7354
Punjab,2020-08-16,0,18863,771,30041
Rajasthan,2020-08-16,0,45254,862,59979
Sikkim,2020-08-16,0,661,1,1148
Tamil Nadu,2020-08-16,0,272251,5641,332105
Telangana,2020-08-16,0,68126,693,91361
Tripura,2020-08-16,0,5151,55,7061
Uttarakhand,2020-08-16,0,7748,151,11940
Uttar Pradesh,2020-08-16,0,96231,2393,150061
West Bengal,2020-08-16,0,83836,2377,113432
Andaman and Nicobar Islands,2020-08-17,0,1226,28,2399
Andhra Pradesh,2020-08-17,0,201234,2650,289829
Arunachal Pradesh,2020-08-17,0,1808,5,2701
Assam,2020-08-17,0,55215,189,76875
Bihar,2020-08-17,0,72324,461,103844
Chandigarh,2020-08-17,0,1137,29,2102
Chhattisgarh,2020-08-17,0,10235,141,15471
Dadra and Nagar Haveli and Daman and Diu,2020-08-17,0,1431,2,1878
Delhi,2020-08-17,0,137561,4196,152580
Goa,2020-08-17,0,7775,104,11639
Gujarat,2020-08-17,0,61512,2785,78680
Haryana,2020-08-17,0,39601,538,47153
Himachal Pradesh,2020-08-17,0,2720,19,4156
Jammu and Kashmir,2020-08-17,0,20943,542,28470
Jharkhand,2020-08-17,0,14699,244,23055
Karnataka,2020-08-17,0,141491,3947,226966
Kerala,2020-08-17,0,28894,156,44415
Ladakh,2020-08-17,0,1356,14,1948
Madhya Pradesh,2020-08-17,0,34038,1105,45455
Maharashtra,2020-08-17,0,417123,20037,595865
Manipur,2020-08-17,0,2632,16,4569
Meghalaya,2020-08-17,0,675,6,1374
Mizoram,2020-08-17,0,371,0,789
Nagaland,2020-08-17,0,1422,8,3394
Odisha,2020-08-17,0,42277,343,60050
Puducherry,2020-08-17,0,4443,110,7732
Punjab,2020-08-17,0,19431,812,31206
Rajasthan,2020-08-17,0,46604,876,61296
Sikkim,2020-08-17,0,673,1,1167
Tamil Nadu,2020-08-17,0,278270,5766,338055
Telangana,2020-08-17,0,70132,703,92255
Tripura,2020-08-17,0,5286,59,7204
Uttarakhand,2020-08-17,0,8100,152,12175
Uttar Pradesh,2020-08-17,0,100432,2449,154418
West Bengal,2020-08-17,0,86771,2428,116498
Andaman and Nicobar Islands,2020-08-18,0,1325,29,2445
Andhra Pradesh,2020-08-18,0,209100,2732,296609
Arunachal Pradesh,2020-08-18,0,1893,5,2741
Assam,2020-08-18,0,56734,197,79667
Bihar,2020-08-18,0,76452,468,106307
Chandigarh,2020-08-18,0,1183,30,2216
Chhattisgarh,2020-08-18,0,10598,150,16025
Dadra and Nagar Haveli and Daman and Diu,2020-08-18,0,1459,2,1908
Delhi,2020-08-18,0,138301,4214,153367
Goa,2020-08-18,0,8058,111,11994
Gujarat,2020-08-18,0,62595,2800,79710
Haryana,2020-08-18,0,40610,550,48040
Himachal Pradesh,2020-08-18,0,2834,19,4174
Jammu and Kashmir,2020-08-18,0,21296,548,28892
Jharkhand,2020-08-18,0,15051,250,23752
Karnataka,2020-08-18,0,148562,4062,233283
Kerala,2020-08-18,0,30025,169,46140
Ladakh,2020-08-18,0,1368,14,1966
Madhya Pradesh,2020-08-18,0,35025,1128,46385
Maharashtra,2020-08-18,0,428514,20265,604358
Manipur,2020-08-18,0,2734,17,4687
Meghalaya,2020-08-18,0,679,6,1418
Mizoram,2020-08-18,0,372,0,789
Nagaland,2020-08-18,0,1530,8,3455
Odisha,2020-08-18,0,43780,353,62294
Puducherry,2020-08-18,0,4627,114,8029
Punjab,2020-08-18,0,20180,863,32696
Rajasthan,2020-08-18,0,47654,887,62630
Sikkim,2020-08-18,0,701,1,1187
Tamil Nadu,2020-08-18,0,283937,5886,343945
Telangana,2020-08-18,0,72202,711,93937
Tripura,2020-08-18,0,5404,62,7409
Uttarakhand,2020-08-18,0,8485,158,12493
Uttar Pradesh,2020-08-18,0,104808,2515,158216
West Bengal,2020-08-18,0,89703,2473,119578
Andaman and Nicobar Islands,2020-08-19,0,1421,30,2529
Andhra Pradesh,2020-08-19,0,218311,2820,306261
Arunachal Pradesh,2020-08-19,0,1949,5,2875
Assam,2020-08-19,0,58294,203,82201
Bihar,2020-08-19,0,80330,476,109498
Chandigarh,2020-08-19,0,1243,30,2305
Chhattisgarh,2020-08-19,0,10847,158,16833
Dadra and Nagar Haveli and Daman and Diu,2020-08-19,0,1524,2,1951
Delhi,2020-08-19,0,139447,4226,154741
Goa,2020-08-19,0,8356,116,12333
Gujarat,2020-08-19,0,63703,2820,80802
Haryana,2020-08-19,0,41298,557,48936
Himachal Pradesh,2020-08-19,0,2923,19,4235
Jammu and Kashmir,2020-08-19,0,21886,561,29326
Jharkhand,2020-08-19,0,15507,262,24477
Karnataka,2020-08-19,0,156949,4201,240948
Kerala,2020-08-19,0,31390,175,47898
Ladakh,2020-08-19,0,1395,17,2010
Madhya Pradesh,2020-08-19,0,35713,1141,47375
Maharashtra,2020-08-19,0,437870,20687,615477
Manipur,2020-08-19,0,2789,18,4765
Meghalaya,2020-08-19,0,685,6,1457
Mizoram,2020-08-19,0,379,0,860
Nagaland,2020-08-19,0,1664,8,3520
Odisha,2020-08-19,0,45315,362,64533
Puducherry,2020-08-19,0,4909,123,8396
Punjab,2020-08-19,0,21762,898,34400
Rajasthan,2020-08-19,0,48960,898,63977
Sikkim,2020-08-19,0,755,2,1207
Tamil Nadu,2020-08-19,0,289787,6007,349654
Telangana,2020-08-19,0,73991,719,95700
Tripura,2020-08-19,0,5497,65,7645
Uttarakhand,2020-08-19,0,8724,164,12961
Uttar Pradesh,2020-08-19,0,109607,2585,162434
West Bengal,2020-08-19,0,92690,2528,122753
Andaman and Nicobar Islands,2020-08-20,0,1529,30,2604
Andhra Pradesh,2020-08-20,0,226372,2906,316003
Arunachal Pradesh,2020-08-20,0,2022,5,2950
Assam,2020-08-20,0,60348,213,84317
Bihar,2020-08-20,0,84404,487,112437
Chandigarh,2020-08-20,0,1351,31,2396
Chhattisgarh,2020-08-20,0,11185,161,17485
Dadra and Nagar Haveli and Daman and Diu,2020-08-20,0,1604,2,1995
Delhi,2020-08-20,0,140767,4235,156139
Goa,2020-08-20,0,8713,124,12675
Gujarat,2020-08-20,0,64823,2837,81942
Haryana,2020-08-20,0,42056,567,49930
Himachal Pradesh,2020-08-20,0,2992,19,4411
Jammu and Kashmir,2020-08-20,0,22497,572,30034
Jharkhand,2020-08-20,0,16175,277,26090
Karnataka,2020-08-20,0,164150,4327,249590
Kerala,2020-08-20,0,32607,182,50231
Ladakh,2020-08-20,0,1397,18,2048
Madhya Pradesh,2020-08-20,0,36475,1159,48351
Maharashtra,2020-08-20,0,446881,21033,628642
Manipur,2020-08-20,0,2885,18,4876
Meghalaya,2020-08-20,0,694,6,1506
Mizoram,2020-08-20,0,384,0,873
Nagaland,2020-08-20,0,1706,8,3558
Odisha,2020-08-20,0,46936,372,67122
Puducherry,2020-08-20,0,5312,129,8750
Punjab,2020-08-20,0,22703,921,36084
Rajasthan,2020-08-20,0,49963,910,65289
Sikkim,2020-08-20,0,789,3,1232
Tamil Nadu,2020-08-20,0,296171,6123,355449
Telangana,2020-08-20,0,75186,729,97424
Tripura,2020-08-20,0,5565,65,7835
Uttarakhand,2020-08-20,0,9132,178,13225
Uttar Pradesh,2020-08-20,0,115227,2638,167510
West Bengal,2020-08-20,0,95663,2581,125922
Andaman and Nicobar Islands,2020-08-21,0,1638,31,2680
Andhra Pradesh,2020-08-21,0,235218,3001,325396
Arunachal Pradesh,2020-08-21,0,2093,5,3066
Assam,2020-08-21,0,63120,221,86052
Bihar,2020-08-21,0,87660,492,114941
Chandigarh,2020-08-21,0,1390,31,2515
Chhattisgarh,2020-08-21,0,11739,168,18501
Dadra and Nagar Haveli and Daman and Diu,2020-08-21,0,1627,2,2030
Delhi,2020-08-21,0,141826,4257,157354
Goa,2020-08-21,0,9063,126,13099
Gujarat,2020-08-21,0,65946,2853,83107
Haryana,2020-08-21,0,42793,578,50926
Himachal Pradesh,2020-08-21,0,3085,23,4538
Jammu and Kashmir,2020-08-21,0,23225,578,30717
Jharkhand,2020-08-21,0,17057,286,26753
Karnataka,2020-08-21,0,170381,4429,256975
Kerala,2020-08-21,0,33824,191,52199
Ladakh,2020-08-21,0,1436,18,2077
Madhya Pradesh,2020-08-21,0,37540,1171,49493
Maharashtra,2020-08-21,0,459124,21359,643289
Manipur,2020-08-21,0,3002,18,4925
Meghalaya,2020-08-21,0,730,6,1661
Mizoram,2020-08-21,0,402,0,895
Nagaland,2020-08-21,0,1921,8,3583
Odisha,2020-08-21,0,48577,380,70020
Puducherry,2020-08-21,0,5634,137,9292
Punjab,2020-08-21,0,23037,957,37824
Rajasthan,2020-08-21,0,51190,921,66619
Sikkim,2020-08-21,0,827,3,1290
Tamil Nadu,2020-08-21,0,301913,6239,361435
Telangana,2020-08-21,0,76967,737,99391
Tripura,2020-08-21,0,5649,69,8091
Uttarakhand,2020-08-21,0,9433,187,13636
Uttar Pradesh,2020-08-21,0,121090,2733,172334
West Bengal,2020-08-21,0,98789,2634,129119
Andaman and Nicobar Islands,2020-08-22,0,1744,32,2747
Andhra Pradesh,2020-08-22,0,244045,3092,334940
Arunachal Pradesh,2020-08-22,0,2125,5,3126
Assam,2020-08-22,0,65596,227,87908
Bihar,2020-08-22,0,91552,498,117413
Chandigarh,2020-08-22,0,1426,33,2631
Chhattisgarh,2020-08-22,0,12022,180,19510
Dadra and Nagar Haveli and Daman and Diu,2020-08-22,0,1652,2,2082
Delhi,2020-08-22,0,142908,4270,158604
Goa,2020-08-22,0,9540,135,13484
Gujarat,2020-08-22,0,67267,2867,84311
Haryana,2020-08-22,0,43413,585,52129
Himachal Pradesh,2020-08-22,0,3234,25,4728
Jammu and Kashmir,2020-08-22,0,23805,593,31371
Jharkhand,2020-08-22,0,18372,297,28196
Karnataka,2020-08-22,0,176942,4522,264546
Kerala,2020-08-22,0,35243,203,54182
Ladakh,2020-08-22,0,1449,19,2133
Madhya Pradesh,2020-08-22,0,38527,1185,50640
Maharashtra,2020-08-22,0,470873,21698,657450
Manipur,2020-08-22,0,3261,20,5049
Meghalaya,2020-08-22,0,749,6,1718
Mizoram,2020-08-22,0,420,0,903
Nagaland,2020-08-22,0,2074,8,3619
Odisha,2020-08-22,0,50504,390,72718
Puducherry,2020-08-22,0,5934,143,9594
Punjab,2020-08-22,0,23893,991,39327
Rajasthan,2020-08-22,0,52496,933,67954
Sikkim,2020-08-22,0,834,3,1336
Tamil Nadu,2020-08-22,0,307677,6340,367430
Telangana,2020-08-22,0,78735,744,101865
Tripura,2020-08-22,0,6061,70,8371
Uttarakhand,2020-08-22,0,9676,192,14083
Uttar Pradesh,2020-08-22,0,126657,2797,177239
West Bengal,2020-08-22,0,101871,2689,132364
Andaman and Nicobar Islands,2020-08-23,0,1853,32,2808
Andhra Pradesh,2020-08-23,0,252638,3189,345216
Arunachal Pradesh,2020-08-23,0,2228,5,3223
Assam,2020-08-23,0,67641,234,89468
Bihar,2020-08-23,0,94858,503,119529
Chandigarh,2020-08-23,0,1471,33,2776
Chhattisgarh,2020-08-23,0,12394,189,20078
Dadra and Nagar Haveli and Daman and Diu,2020-08-23,0,1702,2,2120
Delhi,2020-08-23,0,144138,4284,160016
Goa,2020-08-23,0,10019,140,13790
Gujarat,2020-08-23,0,68243,2881,85523
Haryana,2020-08-23,0,44013,597,53290
Himachal Pradesh,2020-08-23,0,3341,29,4895
Jammu and Kashmir,2020-08-23,0,24398,608,31981
Jharkhand,2020-08-23,0,18507,308,28571
Karnataka,2020-08-23,0,184568,4615,271876
Kerala,2020-08-23,0,36535,218,56354
Ladakh,2020-08-23,0,1469,21,2210
Madhya Pradesh,2020-08-23,0,39399,1206,51866
Maharashtra,2020-08-23,0,480114,21995,671942
Manipur,2020-08-23,0,3455,22,5132
Meghalaya,2020-08-23,0,769,7,1811
Mizoram,2020-08-23,0,423,0,917
Nagaland,2020-08-23,0,2166,9,3635
Odisha,2020-08-23,0,52277,399,75537
Puducherry,2020-08-23,0,6307,151,10112
Punjab,2020-08-23,0,24302,1036,40643
Rajasthan,2020-08-23,0,54144,944,69264
Sikkim,2020-08-23,0,871,3,1381
Tamil Nadu,2020-08-23,0,313280,6420,373410
Telangana,2020-08-23,0,80586,755,104249
Tripura,2020-08-23,0,6182,72,8702
Uttarakhand,2020-08-23,0,10021,195,14566
Uttar Pradesh,2020-08-23,0,131295,2867,182453
West Bengal,2020-08-23,0,104959,2737,135596
Andaman and Nicobar Islands,2020-08-24,0,1963,33,2860
Andhra Pradesh,2020-08-24,0,260087,3282,353111
Arunachal Pradesh,2020-08-24,0,2297,5,3263
Assam,2020-08-24,0,70900,242,90740
Bihar,2020-08-24,0,98325,511,121947
Chandigarh,2020-08-24,0,1492,37,2918
Chhattisgarh,2020-08-24,0,12931,197,20918
Dadra and Nagar Haveli and Daman and Diu,2020-08-24,0,1753,2,2161
Delhi,2020-08-24,0,145388,4300,161466
Goa,2020-08-24,0,10472,144,13999
Gujarat,2020-08-24,0,69212,2895,86624
Haryana,2020-08-24,0,44822,603,54386
Himachal Pradesh,2020-08-24,0,3461,29,5001
Jammu and Kashmir,2020-08-24,0,24832,617,32647
Jharkhand,2020-08-24,0,19629,312,29677
Karnataka,2020-08-24,0,189564,4683,277814
Kerala,2020-08-24,0,37645,223,58262
Ladakh,2020-08-24,0,1491,23,2279
Madhya Pradesh,2020-08-24,0,40390,1229,53129
Maharashtra,2020-08-24,0,488271,22253,682383
Manipur,2020-08-24,0,3616,22,5246
Meghalaya,2020-08-24,0,776,8,1917
Mizoram,2020-08-24,0,459,0,918
Nagaland,2020-08-24,0,2294,9,3686
Odisha,2020-08-24,0,54406,409,78530
Puducherry,2020-08-24,0,6657,159,10522
Punjab,2020-08-24,0,26528,1086,41779
Rajasthan,2020-08-24,0,55324,955,70609
Sikkim,2020-08-24,0,871,3,1403
Tamil Nadu,2020-08-24,0,319327,6517,379385
Telangana,2020-08-24,0,82411,761,106091
Tripura,2020-08-24,0,6341,73,8902
Uttarakhand,2020-08-24,0,10480,200,15124
Uttar Pradesh,2020-08-24,0,135613,2926,187781
West Bengal,2020-08-24,0,108007,2794,138870
Andaman and Nicobar Islands,2020-08-25,0,2092,35,2904
Andhra Pradesh,2020-08-25,0,268828,3368,361712
Arunachal Pradesh,2020-08-25,0,2427,5,3312
Assam,2020-08-25,0,73090,252,92619
Bihar,2020-08-25,0,101292,514,123198
Chandigarh,2020-08-25,0,1646,37,3035
Chhattisgarh,2020-08-25,0,13424,206,22054
Dadra and Nagar Haveli and Daman and Diu,2020-08-25,0,1786,2,2181
Delhi,2020-08-25,0,146588,4313,162527
Goa,2020-08-25,0,10909,148,14138
Gujarat,2020-08-25,0,70231,2908,87691
Haryana,2020-08-25,0,45405,613,55460
Himachal Pradesh,2020-08-25,0,3584,29,5101
Jammu and Kashmir,2020-08-25,0,25205,624,33075
Jharkhand,2020-08-25,0,20870,330,31005
Karnataka,2020-08-25,0,197625,4810,283665
Kerala,2020-08-25,0,38883,234,59504
Ladakh,2020-08-25,0,1517,23,2330
Madhya Pradesh,2020-08-25,0,41231,1246,54421
Maharashtra,2020-08-25,0,502490,22465,693398
Manipur,2020-08-25,0,3714,22,5362
Meghalaya,2020-08-25,0,789,8,1976
Mizoram,2020-08-25,0,461,0,953
Nagaland,2020-08-25,0,2396,9,3714
Odisha,2020-08-25,0,56925,419,81479
Puducherry,2020-08-25,0,6942,164,10859
Punjab,2020-08-25,0,28357,1129,43284
Rajasthan,2020-08-25,0,56600,967,71955
Sikkim,2020-08-25,0,934,3,1446
Tamil Nadu,2020-08-25,0,325456,6614,385352
Telangana,2020-08-25,0,84163,770,108670
Tripura,2020-08-25,0,6414,78,9195
Uttarakhand,2020-08-25,0,10912,207,15529
Uttar Pradesh,2020-08-25,0,140107,2987,192382
West Bengal,2020-08-25,0,111292,2851,141837
Andaman and Nicobar Islands,2020-08-26,0,2231,37,2945
Andhra Pradesh,2020-08-26,0,278247,3460,371639
Arunachal Pradesh,2020-08-26,0,2508,5,3412
Assam,2020-08-26,0,74814,260,94592
Bihar,2020-08-26,0,104301,519,124536
Chandigarh,2020-08-26,0,1713,40,3209
Chhattisgarh,2020-08-26,0,13732,221,23341
Dadra and Nagar Haveli and Daman and Diu,2020-08-26,0,1820,2,2203
Delhi,2020-08-26,0,147743,4330,164071
Goa,2020-08-26,0,11224,157,14530
Gujarat,2020-08-26,0,71236,2928,88805
Haryana,2020-08-26,0,46496,623,56608
Himachal Pradesh,2020-08-26,0,3748,30,5154
Jammu and Kashmir,2020-08-26,0,25594,638,33776
Jharkhand,2020-08-26,0,21388,347,31973
Karnataka,2020-08-26,0,204439,4958,291826
Kerala,2020-08-26,0,40339,244,61879
Ladakh,2020-08-26,0,1549,24,2420
Madhya Pradesh,2020-08-26,0,42310,1265,55800
Maharashtra,2020-08-26,0,514790,22794,703823
Manipur,2020-08-26,0,3812,24,5444
Meghalaya,2020-08-26,0,832,8,2018
Mizoram,2020-08-26,0,464,0,967
Nagaland,2020-08-26,0,2611,9,3752
Odisha,2020-08-26,0,59470,428,84231
Puducherry,2020-08-26,0,7273,172,11426
Punjab,2020-08-26,0,29145,1178,44577
Rajasthan,2020-08-26,0,58126,980,73325
Sikkim,2020-08-26,0,1054,3,1475
Tamil Nadu,2020-08-26,0,332454,6721,391303
Telangana,2020-08-26,0,85223,780,111688
Tripura,2020-08-26,0,6574,83,9523
Uttarakhand,2020-08-26,0,11201,213,16014
Uttar Pradesh,2020-08-26,0,144754,3059,197388
West Bengal,2020-08-26,0,114543,2909,144801
Andaman and Nicobar Islands,2020-08-27,0,2309,41,2985
Andhra Pradesh,2020-08-27,0,286720,3541,382469
Arunachal Pradesh,2020-08-27,0,2563,5,3555
Assam,2020-08-27,0,76962,274,96771
Bihar,2020-08-27,0,106361,530,126714
Chandigarh,2020-08-27,0,1796,41,3376
Chhattisgarh,2020-08-27,0,14145,231,24550
Dadra and Nagar Haveli and Daman and Diu,2020-08-27,0,1862,2,2228
Delhi,2020-08-27,0,148897,4347,165764
Goa,2020-08-27,0,11511,165,15027
Gujarat,2020-08-27,0,72282,2945,89994
Haryana,2020-08-27,0,47613,634,58005
Himachal Pradesh,2020-08-27,0,3810,32,5321
Jammu and Kashmir,2020-08-27,0,26193,657,34480
Jharkhand,2020-08-27,0,22349,362,33046
Karnataka,2020-08-27,0,211688,5091,300406
Kerala,2020-08-27,0,41690,257,64355
Ladakh,2020-08-27,0,1580,25,2451
Madhya Pradesh,2020-08-27,0,43246,1282,56864
Maharashtra,2020-08-27,0,522427,23089,718711
Manipur,2020-08-27,0,3829,25,5585
Meghalaya,2020-08-27,0,874,8,2050
Mizoram,2020-08-27,0,473,0,967
Nagaland,2020-08-27,0,2611,9,3778
Odisha,2020-08-27,0,62813,441,87602
Puducherry,2020-08-27,0,7486,180,11930
Punjab,2020-08-27,0,30231,1219,46090
Rajasthan,2020-08-27,0,59579,992,74670
Sikkim,2020-08-27,0,1076,3,1486
Tamil Nadu,2020-08-27,0,338060,6839,397261
Telangana,2020-08-27,0,86095,788,114483
Tripura,2020-08-27,0,6697,85,9908
Uttarakhand,2020-08-27,0,11524,219,16549
Uttar Pradesh,2020-08-27,0,148562,3149,203028
West Bengal,2020-08-27,0,117857,2964,147775
Andaman and Nicobar Islands,2020-08-28,0,2374,42,3018
Andhra Pradesh,2020-08-28,0,295248,3633,393090
Arunachal Pradesh,2020-08-28,0,2621,5,3633
Assam,2020-08-28,0,79307,278,98807
Bihar,2020-08-28,0,109175,538,128780
Chandigarh,2020-08-28,0,1977,43,3564
Chhattisgarh,2020-08-28,0,14607,245,25988
Dadra and Nagar Haveli and Daman and Diu,2020-08-28,0,1916,2,2266
Delhi,2020-08-28,0,150027,4369,167604
Goa,2020-08-28,0,11867,171,15483
Gujarat,2020-08-28,0,73475,2962,91179
Haryana,2020-08-28,0,48690,646,59298
Himachal Pradesh,2020-08-28,0,4008,33,5501
Jammu and Kashmir,2020-08-28,0,26721,671,35135
Jharkhand,2020-08-28,0,22927,373,34396
Karnataka,2020-08-28,0,219554,5232,309792
Kerala,2020-08-28,0,43757,267,66761
Ladakh,2020-08-28,0,1640,27,2492
Madhya Pradesh,2020-08-28,0,44453,1306,58181
Maharashtra,2020-08-28,0,531563,23444,733568
Manipur,2020-08-28,0,3957,25,5725
Meghalaya,2020-08-28,0,899,8,2129
Mizoram,2020-08-28,0,500,0,974
Nagaland,2020-08-28,0,2735,9,3784
Odisha,2020-08-28,0,65323,448,90986
Puducherry,2020-08-28,0,7761,190,12434
Punjab,2020-08-28,0,30972,1256,47836
Rajasthan,2020-08-28,0,60585,1005,76015
Sikkim,2020-08-28,0,1151,3,1542
Tamil Nadu,2020-08-28,0,343930,6948,403242
Telangana,2020-08-28,0,87675,799,117415
Tripura,2020-08-28,0,6839,89,10414
Uttarakhand,2020-08-28,0,11775,228,17277
Uttar Pradesh,2020-08-28,0,152893,3217,208419
West Bengal,2020-08-28,0,121046,3017,150772
Andaman and Nicobar Islands,2020-08-29,0,2444,42,3050
Andhra Pradesh,2020-08-29,0,303711,3714,403616
Arunachal Pradesh,2020-08-29,0,2709,5,3745
Assam,2020-08-29,0,81070,286,101367
Bihar,2020-08-29,0,112452,558,131057
Chandigarh,2020-08-29,0,2107,45,3724
Chhattisgarh,2020-08-29,0,15109,251,27233
Dadra and Nagar Haveli and Daman and Diu,2020-08-29,0,1960,2,2290
Delhi,2020-08-29,0,151473,4389,169412
Goa,2020-08-29,0,12296,175,16006
Gujarat,2020-08-29,0,74525,2976,92452
Haryana,2020-08-29,0,49710,661,60596
